dish_well;BLASTO_NY;GV;sibling;timing_GVBD;timing_extrusion_PB;Note;start video;start frame;end video;end frame;0.00h;0.25h;0.50h;0.75h;1.00h;1.25h;1.50h;1.75h;2.00h;2.25h;2.50h;2.75h;3.00h;3.25h;3.50h;3.75h;4.00h;4.25h;4.50h;4.75h;5.00h;5.25h;5.50h;5.75h;6.00h;6.25h;6.50h;6.75h;7.00h;7.25h;7.50h;7.75h;8.00h;8.25h;8.50h;8.75h;9.00h;9.25h;9.50h;9.75h;10.00h;10.25h;10.50h;10.75h;11.00h;11.25h;11.50h;11.75h;12.00h;12.25h;12.50h;12.75h;13.00h;13.25h;13.50h;13.75h;14.00h;14.25h;14.50h;14.75h;15.00h;15.25h;15.50h;15.75h;16.00h;16.25h;16.50h;16.75h;17.00h;17.25h;17.50h;17.75h;18.00h;18.25h;18.50h;18.75h;19.00h;19.25h;19.50h;19.75h;20.00h;20.25h;20.50h;20.75h;21.00h;21.25h;21.50h;21.75h;22.00h;22.25h;22.50h;22.75h;23.00h;23.25h;23.50h;23.75h;24.00h;24.25h;24.50h;24.75h;25.00h;25.25h;25.50h;25.75h;26.00h;26.25h;26.50h;26.75h;27.00h;27.25h;27.50h;27.75h;28.00h;28.25h;28.50h;28.75h;29.00h;29.25h;29.50h;29.75h;30.00h;30.25h;30.50h;30.75h;31.00h;31.25h;31.50h;31.75h;32.00h;32.25h;32.50h;32.75h;33.00h;33.25h;33.50h;33.75h;34.00h;34.25h;34.50h;34.75h;35.00h;35.25h;35.50h;35.75h;36.00h;36.25h;36.50h;36.75h;37.00h;37.25h;37.50h;37.75h;38.00h;38.25h;38.50h;38.75h;39.00h;39.25h;39.50h;39.75h;40.00h;40.25h;40.50h;40.75h;41.00h;41.25h;41.50h;41.75h;42.00h;42.25h;42.50h;42.75h;43.00h;43.25h;43.50h;43.75h;44.00h;44.25h;44.50h;44.75h;45.00h;45.25h;45.50h;45.75h;46.00h;46.25h;46.50h;46.75h;47.00h;47.25h;47.50h;47.75h;48.00h;48.25h;48.50h;48.75h;49.00h;49.25h;49.50h;49.75h;50.00h;50.25h;50.50h;50.75h;51.00h;51.25h;51.50h;51.75h;52.00h;52.25h;52.50h;52.75h;53.00h;53.25h;53.50h;53.75h;54.00h;54.25h;54.50h;54.75h;55.00h;55.25h;55.50h;55.75h;56.00h;56.25h;56.50h;56.75h;57.00h;57.25h;57.50h;57.75h;58.00h;58.25h;58.50h;58.75h;59.00h;59.25h;59.50h;59.75h;60.00h;60.25h;60.50h;60.75h;61.00h;61.25h;61.50h;61.75h;62.00h;62.25h;62.50h;62.75h;63.00h;63.25h;63.50h;63.75h;64.00h;64.25h;64.50h;64.75h;65.00h;65.25h;65.50h;65.75h;66.00h;66.25h;66.50h;66.75h;67.00h;67.25h;67.50h;67.75h;68.00h;68.25h;68.50h;68.75h;69.00h;69.25h;69.50h;69.75h;70.00h;70.25h;70.50h;70.75h;71.00h;71.25h;71.50h;71.75h;72.00h;72.25h;72.50h;72.75h;73.00h;73.25h;73.50h;73.75h;74.00h;74.25h;74.50h;74.75h;75.00h;75.25h;75.50h;75.75h;76.00h;76.25h;76.50h;76.75h;77.00h;77.25h;77.50h;77.75h;78.00h;78.25h;78.50h;78.75h;79.00h;79.25h;79.50h;79.75h;80.00h;80.25h;80.50h;80.75h;81.00h;81.25h;81.50h;81.75h;82.00h;82.25h;82.50h;82.75h;83.00h;83.25h;83.50h;83.75h;84.00h;84.25h;84.50h;84.75h;85.00h;85.25h;85.50h;85.75h;86.00h;86.25h;86.50h;86.75h;87.00h;87.25h;87.50h;87.75h;88.00h;88.25h;88.50h;88.75h;89.00h;89.25h;89.50h;89.75h;90.00h;90.25h;90.50h;90.75h;91.00h;91.25h;91.50h;91.75h;92.00h;92.25h;92.50h;92.75h;93.00h;93.25h;93.50h;93.75h;94.00h;94.25h;94.50h;94.75h;95.00h;95.25h;95.50h;95.75h;96.00h;96.25h;96.50h;96.75h;97.00h;97.25h;97.50h;97.75h;98.00h;98.25h;98.50h;98.75h;99.00h;99.25h;99.50h;99.75h;100.00h;100.25h;100.50h;100.75h;101.00h;101.25h;101.50h;101.75h;102.00h;102.25h;102.50h;102.75h;103.00h;103.25h;103.50h;103.75h;104.00h;104.25h;104.50h;104.75h;105.00h;105.25h;105.50h;105.75h;106.00h;106.25h;106.50h;106.75h;107.00h;107.25h;107.50h;107.75h;108.00h;108.25h;108.50h;108.75h;109.00h;109.25h;109.50h;109.75h;110.00h;110.25h;110.50h;110.75h;111.00h;111.25h;111.50h;111.75h;112.00h;112.25h;112.50h;112.75h;113.00h;113.25h;113.50h;113.75h;114.00h;114.25h;114.50h;114.75h;115.00h;115.25h;115.50h;115.75h;116.00h;116.25h;116.50h;116.75h;117.00h;117.25h;117.50h;117.75h;118.00h;118.25h;118.50h;118.75h;119.00h;119.25h;119.50h;119.75h;120.00h;120.25h;120.50h;120.75h;121.00h;121.25h;121.50h;121.75h;122.00h;122.25h;122.50h;122.75h;123.00h;123.25h;123.50h;123.75h;124.00h;124.25h;124.50h;124.75h;125.00h;125.25h;125.50h;125.75h;126.00h;126.25h;126.50h;126.75h;127.00h;127.25h;127.50h;127.75h;128.00h;128.25h;128.50h;128.75h;129.00h;129.25h;129.50h;129.75h;130.00h;130.25h;130.50h;130.75h;131.00h;131.25h;131.50h;131.75h;132.00h
D2019.02.15_S01261_I0631_D_1;0.0;2.0;0;0.6;13.8;GV_to_M2;0.1;1.0;24.3;98.0;30.58620;17.48503;19.91484;20.81583;19.34693;15.47392;14.85525;12.69299;11.44021;11.60207;15.09453;14.41006;11.39000;7.08532;1.88508;13.09142;10.14847;10.45107;10.52552;8.41546;10.82927;13.28731;10.58984;6.94516;11.28326;8.27852;7.78441;13.62554;12.06886;10.64020;10.82742;10.35391;8.44713;9.53606;6.81139;6.62609;7.31680;8.88941;9.72487;8.43526;10.55686;13.78255;7.24744;7.87297;7.30988;8.13822;11.87386;8.28146;13.29063;7.06260;13.87210;12.48240;12.85772;5.60635;5.89015;6.60367;8.79534;10.55866;26.91837;18.56225;9.25682;10.33140;6.82162;10.20611;13.60903;8.96576;5.99803;6.35758;7.30276;7.52288;4.69796;8.61772;12.10449;4.32563;5.03035;5.07628;8.96745;13.88075;18.20876;9.10986;4.83478;8.33308;10.10408;21.43655;10.17324;10.25564;12.66516;5.08444;9.91591;7.60093;14.78505;3.48149;6.22702;9.83646;2.28429;8.55075;8.73955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.02.15_S01261_I0631_D_2;0.0;2.0;0;5.6;20.8;GV_to_M2;0.1;1.0;24.3;98.0;9.12835;10.94166;8.69643;10.38467;1.78642;14.62167;16.40261;16.44977;11.30016;11.36289;11.38040;10.52511;10.25901;12.58117;7.53707;10.72053;9.20676;9.75534;8.27686;8.25774;10.08418;9.22323;8.18077;10.63841;8.52786;9.23805;11.56414;10.05462;9.58619;7.99789;12.48968;11.36795;9.81932;10.30795;10.08985;11.74050;11.90620;13.20395;12.36704;9.31945;10.45250;9.09989;11.23485;14.12885;12.80743;10.12723;11.39571;7.45136;9.92939;9.34585;10.52476;13.52732;11.70298;10.80030;13.72385;10.45539;7.77336;7.45820;7.62922;2.79259;6.44648;14.15479;9.77803;7.81047;9.51870;10.10772;6.95295;14.37651;16.36044;8.63444;10.18627;8.80673;11.49851;10.36402;9.46379;10.95525;7.80249;8.09679;11.81198;11.68062;9.09765;11.17091;8.89230;7.50267;7.48262;9.94830;9.33056;8.72484;10.86157;6.83279;7.91417;9.23887;9.22304;9.83822;8.74393;5.61226;8.59733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.02.15_S01261_I0631_D_5;1.0;2.0;0;4.6;20.6;GV_to_M2;0.1;1.0;24.3;98.0;23.52646;5.93910;21.12897;25.01822;23.19040;14.56001;21.57211;11.66239;15.92544;16.23335;18.33643;15.26073;12.29968;20.40515;17.32490;19.95462;12.98964;28.44316;25.50556;19.13229;19.94997;26.96709;21.90620;19.10132;16.34018;14.94059;17.84137;12.07183;8.42031;16.14161;16.49232;10.28122;9.30225;16.52146;14.85799;17.30558;18.11010;16.47214;14.77685;15.78275;15.26084;15.48014;10.75559;16.93867;23.42929;12.10903;20.59355;22.68181;18.00538;13.64129;13.28237;16.59042;16.17536;11.92529;11.72181;12.03092;10.04340;9.82929;12.59233;19.09005;19.85033;19.89902;18.70323;13.06449;14.15157;21.71473;21.78418;14.35370;11.58134;13.76639;16.76615;13.02099;15.63582;13.52543;25.52804;26.43176;17.02328;19.91947;12.29783;14.67772;13.04963;16.27865;10.85781;13.01608;20.33433;15.40063;19.33973;11.84414;22.41530;18.55513;0.52683;15.31433;17.69152;22.03794;17.33518;17.49321;14.17735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.02.15_S01261_I0631_D_6;0.0;2.0;0;-;17.3;GV_to_M2;0.1;1.0;24.3;98.0;9.46020;8.19684;8.92752;8.10240;7.39252;6.97370;6.30121;7.42331;4.98996;5.27111;8.42857;5.93309;5.13497;5.64913;6.02948;6.81814;6.26528;8.65270;9.08374;6.33991;5.05482;9.24381;5.35341;4.89834;4.91124;4.90043;6.02355;5.40670;5.73277;5.72312;5.99615;6.47379;4.38900;7.40110;3.50317;3.10286;0.99832;7.62520;9.05118;1.42715;5.82639;5.24424;4.62029;4.82311;3.93697;4.39058;3.42232;4.69353;4.04401;3.40763;3.29689;4.79637;5.94707;5.09346;5.80603;6.73460;6.99544;4.66495;3.74413;4.87156;4.77263;4.97288;4.44624;5.29692;6.69264;6.79630;6.47395;3.65956;5.18440;4.72030;4.38213;9.00937;6.03867;7.91267;9.60432;3.23466;5.59026;6.97150;2.92027;3.24224;4.95210;5.00733;5.71446;6.25491;7.12646;2.29028;3.34790;3.67788;5.31362;3.62507;3.97163;4.08340;3.23231;6.77883;2.74406;5.25139;3.35787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.03.14_S00126_I0758_D_3;0.0;2.0;0;7.1;21.4;GV_to_M2;2.1;1.0;23.9;88.0;0.50646;3.74797;4.96353;3.75686;3.34789;3.76671;4.09247;3.90467;2.77709;3.74206;-0.12662;2.76482;4.14463;4.27589;2.84456;5.76101;3.30018;2.75303;4.08923;3.31739;3.16342;3.12635;4.09036;4.14960;3.53038;4.53587;3.34515;3.67589;3.23537;3.57586;2.44055;3.66890;3.98009;3.28031;3.87242;2.74768;2.72127;2.87292;3.13378;3.46353;2.83203;2.55668;3.48245;3.57548;2.31258;3.78020;2.75318;3.88331;1.75378;1.64930;3.18101;3.04095;2.58714;2.22303;3.62950;3.07364;2.48166;2.69365;3.23454;3.85788;2.57743;2.63810;1.89127;2.73031;3.19594;2.54356;3.43608;3.78356;3.52439;2.22630;3.95536;4.35212;3.16673;3.76530;3.69968;3.61133;3.07479;5.74883;4.65525;3.52257;3.01996;3.31227;3.69784;3.21920;3.11884;3.13131;4.89242;3.72275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.03.14_S00126_I0758_D_6;0.0;2.0;0;9.6;21.1;GV_to_M2;2.1;1.0;23.9;88.0;4.59193;4.19261;3.94662;4.17103;4.51055;2.27049;3.56705;2.12409;2.65196;4.26450;6.62682;4.81606;4.75537;6.05849;4.14262;5.25075;4.84987;5.39000;4.47021;5.83973;4.50011;4.44062;5.36221;5.89233;2.66102;4.47014;3.90961;4.83947;3.13691;4.76703;4.08159;4.02217;4.88051;4.26471;4.18693;4.00369;4.37468;6.91783;3.94829;4.74189;5.90089;5.33676;4.06063;3.55494;5.40299;4.44054;4.05513;4.67806;4.19636;4.75697;4.41990;4.90832;0.02659;5.06434;6.05996;5.32886;5.10455;3.73654;3.66473;3.96382;3.24079;4.71749;3.91143;4.13571;4.12111;3.80711;3.87031;1.32082;2.77833;3.80357;3.98384;3.57141;4.13955;5.56891;7.47334;6.56830;5.11684;4.19738;4.60931;5.88603;5.84598;4.63649;3.85125;2.85558;4.28636;4.52414;4.93895;4.49648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.03.14_S00126_I0758_D_7;0.0;2.0;0;9.2;14.7;GV_to_M2;2.1;1.0;23.9;88.0;6.24339;5.00060;5.67724;5.24191;9.12722;6.87150;4.61578;3.13749;1.85943;5.72669;8.07782;3.82348;7.21764;-0.32586;6.47671;7.73746;7.32959;3.98148;3.66662;2.69549;2.97698;3.70651;6.30744;6.19622;7.53493;3.33602;4.28162;4.33747;6.45210;4.89315;3.32091;4.60579;3.90421;3.63300;2.52334;3.31565;7.75740;5.25498;3.72425;3.74778;7.53331;6.70521;4.88141;3.89754;2.50008;6.53806;5.58529;4.35019;5.24991;2.78126;4.26615;3.68049;5.76735;5.27699;3.01295;2.89035;7.57466;1.56212;6.22183;5.45324;3.97348;5.61439;4.72821;3.54914;4.82163;4.61219;3.92517;4.72019;6.14528;4.79077;3.61797;4.19932;8.33022;3.25460;2.93462;3.67480;5.95175;4.91973;7.57226;6.49129;7.03343;6.32069;6.94614;4.23794;6.63830;6.65820;5.61118;6.06144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.05.26_S01883_I0406_D_9;0.0;2.0;0;1.4;14.4;GV_to_M2;0.2;1.0;23.3;93.0;6.38077;5.82817;5.84149;3.99823;4.58173;5.40360;4.78052;6.28894;6.34868;4.55798;4.70874;6.08804;4.67947;5.28353;5.63015;4.35834;3.83624;4.14784;5.95186;4.68851;5.61006;4.59094;3.66093;3.50173;5.01536;2.68142;4.98148;3.17062;2.89173;1.64207;4.02128;3.41483;2.92101;1.99507;3.47225;5.05034;3.38719;0.28000;5.57875;2.96582;5.69796;3.74893;3.36385;5.69506;4.97135;3.50782;5.20451;4.02947;4.19665;1.51434;1.38368;2.59598;2.73228;1.69958;1.76558;2.00376;3.26120;1.62409;2.99964;0.08555;6.13294;3.42056;2.71933;1.78930;1.53987;1.87178;2.57116;1.80317;4.42432;4.10257;1.72372;5.20054;2.17350;1.71125;2.01550;3.91671;2.81211;1.86639;2.04312;4.12220;3.76567;2.63680;4.39012;4.22332;2.90562;2.23886;4.18508;3.52508;2.62276;2.79413;2.26337;2.59819;3.20672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.05.26_S01883_I0406_D_10;0.0;2.0;0;2.4;16.2;GV_to_M2;0.2;1.0;23.3;93.0;6.97887;6.73375;6.70807;5.35342;6.33214;4.12311;5.30163;5.86314;5.53878;5.19167;4.71017;7.80563;5.43955;6.02355;4.05974;6.26453;5.43362;4.95305;4.17429;5.69078;7.03512;5.32059;7.55771;6.14085;6.87988;4.36658;6.06348;5.73519;5.05460;6.46735;7.28905;4.51075;4.68064;4.88500;4.22180;3.37181;5.00665;3.20221;2.69117;5.09356;4.28896;4.14366;5.58426;5.49054;3.98371;6.97029;5.07057;3.42093;4.89594;4.64182;4.81184;5.43862;4.94000;6.84244;5.19843;3.49451;5.77382;4.25884;5.16468;3.74521;4.72574;3.14768;4.45904;3.70662;5.06633;-0.07980;4.10515;5.58689;4.50154;5.11457;5.85878;5.71906;4.20927;7.61528;5.90418;3.45854;5.82664;5.76737;6.92666;5.92928;4.50027;3.97721;4.88314;5.50854;6.33771;5.80009;4.25818;4.32214;5.24314;3.33881;4.53973;7.11701;6.48260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.05.26_S01883_I0406_D_11;0.0;2.0;0;0.9;17.7;GV_to_M2;0.2;1.0;23.3;93.0;4.48705;4.53394;4.29289;5.54113;4.19929;4.21022;2.55016;3.66989;2.74397;4.17271;3.63062;3.08853;4.55456;3.08531;3.23378;3.18734;3.90734;3.18987;3.72323;3.43044;4.01184;5.09605;3.71411;5.94669;4.55414;4.04020;6.25210;5.19799;3.67438;3.26951;4.68551;3.80975;3.98030;3.70102;3.15147;3.53235;3.76802;3.54218;3.42969;4.85484;3.65900;3.15797;3.60289;0.65868;4.51593;3.91056;3.09692;3.19843;3.85372;3.30678;3.31645;3.26966;3.32710;3.68483;5.10534;3.88143;3.83498;3.33245;3.11162;4.18562;4.39964;5.03212;3.65247;3.86581;3.12779;3.97509;4.01219;3.44534;3.15050;2.19598;2.59887;2.32990;3.09756;3.66553;3.12739;4.47396;4.49527;4.31603;1.28222;1.97480;3.77643;4.17992;4.93785;4.51148;3.87177;2.86134;3.46146;4.48441;3.77720;2.56781;4.18645;4.64533;4.05896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D2019.06.20_S01903_I0406_D_6;0.0;2.0;0;8.7;24.2;GV_to_M2;1.2;1.0;24.2;93.0;7.19702;6.60551;6.31173;6.37674;6.70168;5.56118;5.87380;5.70506;6.02739;6.35109;6.13766;5.57924;7.16024;5.88093;5.20920;4.96156;5.32239;6.80232;5.94316;5.13333;5.12693;5.22099;4.86907;6.35991;4.74808;5.82978;5.63244;5.35675;5.32664;1.13677;4.40988;4.59726;6.81273;6.59936;5.48236;5.65748;5.21042;4.90927;3.50347;5.36441;4.32479;5.84234;7.26250;6.42083;5.48527;3.48817;3.91419;5.16218;5.73730;7.40091;4.42730;6.00305;5.60782;4.65722;4.32382;4.41541;4.51036;5.48452;5.28470;3.85084;5.33273;6.48448;5.26320;5.98302;3.71580;4.92287;4.01429;4.36559;5.07575;6.04726;5.64476;2.16397;-0.15015;5.88325;6.00360;6.37616;4.62468;4.26894;4.12618;2.30285;5.09803;5.08487;6.76500;5.09222;5.29741;5.87347;5.45302;3.65580;6.96979;5.21343;5.64721;3.46995;4.53259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
